"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Silicobra","Mud Shot","Dig","6.113","91.3","12.02","1081"
"Nidorina","Poison Sting","Poison Fang","6.112","107.1","12.5","1309"
"Wormadam (Trash Cloak)","Metal Sound","Psybeam","6.111","137","13.3","1593"
"Glameow","Quick Attack","Aerial Ace","6.11","61.7","10.89","934"
"Grubbin","Spark","Crunch","6.109","62.3","10.92","984"
"Nidoran♂","Poison Sting","Body Slam","6.109","55.9","10.63","860"
"Servine","Iron Tail","Wrap","6.107","120.3","12.87","1441"
"Totodile","Water Gun","Aqua Jet","6.1","79.8","11.6","1131"
"Dottler","Confusion","Bug Buzz","6.097","110.6","12.58","1030"
"Shadow Ferroseed","Tackle","Gyro Ball","6.097","85.1","11.79","941"
"Shadow Shellder","Ice Shard","Icy Wind","6.097","61.5","10.86","1080"
"Snorunt","Hex","Shadow Ball","6.097","70.7","11.25","888"
"Silicobra","Mud Shot","Bulldoze","6.096","91.1","11.98","1081"
"Ducklett","Water Gun","Return","6.094","81.2","11.64","856"
"Dratini","Iron Tail","Wrap","6.093","61","10.84","1004"
"Wailmer","Splash","Water Pulse","6.093","102.5","12.34","1468"
"Fidough","Charm","Body Slam","6.091","76.9","11.48","985"
"Jangmo-o","Dragon Tail","Brick Break","6.089","74.3","11.38","969"
"Carbink","Tackle","Rock Slide","6.086","192.6","14.44","1467"
"Shadow Onix","Mud Shot","Heavy Slam","6.086","109.5","12.54","1101"
"Shadow Venonat","Confusion","Psybeam","6.085","68.8","11.16","1004"
"Skiddo","Rock Smash","Brick Break","6.085","88.9","11.9","1250"
"Bastiodon","Iron Tail","Stone Edge","6.081","216","14.85","1539"
"Shadow Cubone","Rock Smash","Bulldoze","6.081","85","11.76","1019"
"Shadow Swinub","Powder Snow","Icy Wind","6.081","44.9","10.02","741"
"Skitty","Tackle","Wild Charge","6.08","60.3","10.79","739"
"Chikorita","Vine Whip","Energy Ball","6.077","82.6","11.67","935"
"Shadow Pidgeotto","Wing Attack","Twister","6.077","73.8","11.34","1194"
"Whirlipede","Poison Sting","Signal Beam","6.077","107","12.45","1144"
"Galarian Meowth","Scratch","Dig","6.075","68.6","11.14","1035"
"Sandshrew","Mud Shot","Rock Tomb","6.075","86.5","11.8","1261"
"Wingull","Quick Attack","Water Pulse","6.075","43.3","9.92","765"
"Lileep","Acid","Ancient Power","6.073","125.2","12.94","1291"
"Helioptile","Thunder Shock","Bulldoze","6.072","55.6","10.56","933"
" Flabébé","Vine Whip","Petal Blizzard","6.071","80.8","11.59","1063"
"Nymble","Bug Bite","X-Scissor","6.07","41.1","9.79","592"
"Shadow Cubone","Rock Smash","Bone Club","6.069","84.8","11.73","1019"
"Azumarill","Rock Smash","Ice Beam","6.067","168.7","13.93","1588"
"Phanpy","Rock Smash","Rock Slide","6.067","105.6","12.39","1206"
"Panpour","Scratch","Water Pulse","6.066","69.7","11.17","956"
"Bagon","Ember","Twister","6.065","65","10.97","1156"
"Wormadam (Trash Cloak)","Confusion","Psybeam","6.064","135.9","13.2","1593"
"Kirlia","Charge Beam","Disarming Voice","6.063","57.9","10.66","966"
"Dottler","Struggle Bug","Psychic","6.06","109.9","12.51","1030"
"Litwick","Ember","Flame Charge","6.059","72.2","11.26","1006"
"Squirtle","Tackle","Aqua Tail","6.058","81.2","11.59","946"
"Snorlax","Yawn","Heavy Slam","6.057","266.8","15.6","3225"
"Alolan Meowth","Scratch","Trailblaze","6.056","52.8","10.4","797"
"Naclistack","Mud Shot","Rock Blast","6.056","125","12.91","1292"
"Spheal","Water Gun","Aurora Beam","6.056","82.5","11.64","962"
"Shadow Onix","Tackle","Stone Edge","6.046","108.8","12.45","1101"
"Drowzee","Confusion","Psyshock","6.045","107.7","12.42","1040"
"Mareanie","Bite","Muddy Water","6.041","79.7","11.51","972"
"Swirlix","Tackle","Draining Kiss","6.04","97.2","12.1","1179"
"Pansage","Vine Whip","Crunch","6.038","69.4","11.12","956"
"Chespin","Take Down","Seed Bomb","6.035","82.6","11.61","1096"
"Foongus","Feint Attack","Energy Ball","6.035","82.1","11.59","979"
"Squirtle","Tackle","Return","6.034","80.9","11.55","946"
"Hippopotas","Tackle","Rock Tomb","6.03","102.4","12.24","1358"
"Mantyke","Bubble","Ice Beam","6.029","116.1","12.63","1248"
"Alolan Vulpix","Zen Headbutt","Ice Beam","6.027","67.9","11.04","883"
"Shdow Alolan Vulpix","Zen Headbutt","Ice Beam","6.027","67.9","11.04","883"
"Igglybuff","Pound","Shadow Ball","6.026","43.6","9.89","535"
"Fletchling","Peck","Aerial Ace","6.023","56.8","10.55","800"
"Nacli","Rock Throw","Ancient Power","6.023","82.8","11.6","966"
"Shadow Zubat","Bite","Air Cutter","6.023","41.4","9.75","667"
"Delcatty","Feint Attack","Disarming Voice","6.022","111","12.48","1496"
"Shadow Nidoran♀","Bite","Poison Fang","6.022","58.3","10.62","816"
"Totodile","Scratch","Aqua Jet","6.02","78.7","11.45","1131"
"Shadow Poochyena","Snarl","Poison Fang","6.015","33.3","9.23","678"
"Shadow Onix","Tackle","Heavy Slam","6.009","108.2","12.38","1101"
"Klang","Thunder Shock","Vise Grip","6.008","134","13.06","1847"
"Tandemaus","Mud Shot","Play Rough","6.008","66.5","10.96","891"
"Wailmer","Splash","Heavy Slam","6.008","101.1","12.17","1468"
"Igglybuff","Pound","Wild Charge","6.007","43.5","9.85","535"
"Araquanid","Infestation","Mirror Coat","6.006","179.5","14.04","1827"
"Bastiodon","Smack Down","Stone Edge","6.003","213.2","14.66","1539"
"Shadow Wooper","Mud Shot","Dig","6","45.3","9.94","641"
"Clefairy","Pound","Disarming Voice","5.997","95.7","11.99","1155"
"Bayleef","Tackle","Ancient Power","5.996","120.3","12.69","1454"
"Minccino","Charm","Thunderbolt","5.996","63.6","10.82","872"
"Pansear","Fire Spin","Crunch","5.996","68.9","11.04","956"
"Sandshrew","Scratch","Sand Tomb","5.995","85.4","11.65","1261"
"Minccino","Pound","Swift","5.994","63.6","10.82","872"
"Onix","Rock Throw","Rock Slide","5.993","129.4","12.92","1101"
"Shadow Ledyba","Bug Bite","Aerial Ace","5.993","62.2","10.76","728"
"Shadow Wooper","Water Gun","Body Slam","5.993","45.2","9.93","641"
"Spinarak","Bug Bite","Night Slash","5.992","49.4","10.15","816"
"Inkay","Tackle","Night Slash","5.991","71.8","11.15","927"
"Larvitar","Rock Smash","Crunch","5.99","68.2","11.01","1040"
"Pansear","Scratch","Flame Charge","5.99","68.9","11.03","956"
"Shadow Bidoof","Take Down","Grass Knot","5.989","51.2","10.24","721"
"Wailmer","Splash","Body Slam","5.989","100.7","12.13","1468"
"Drowzee","Pound","Return","5.988","106.7","12.3","1040"
"Bergmite","Bite","Mirror Coat","5.986","90.3","11.8","1215"
"Clefairy","Zen Headbutt","Moonblast","5.986","95.6","11.97","1155"
"Bramblin","Astonish","Shadow Sneak","5.983","44.3","9.87","877"
"Bramblin","Bullet Seed","Shadow Sneak","5.983","44.3","9.87","877"
"Drowzee","Pound","Psyshock","5.983","106.6","12.29","1040"
"Nidorina","Poison Sting","Dig","5.979","104.7","12.23","1309"
"Shedinja","Bug Bite","Aerial Ace","5.979","5.8","5.94","393"
"Shedinja","Bug Bite","Dig","5.979","5.8","5.94","393"
"Shedinja","Bug Bite","Shadow Sneak","5.979","5.8","5.94","393"
"Shedinja","Bite","Aerial Ace","5.979","5.8","5.94","393"
"Shedinja","Bite","Dig","5.979","5.8","5.94","393"
"Shedinja","Bite","Shadow Sneak","5.979","5.8","5.94","393"
"Skorupi","Infestation","Return","5.979","93","11.87","1009"
"Skorupi","Poison Sting","Return","5.978","93","11.87","1009"
"Vanillite","Powder Snow","Icy Wind","5.977","64.2","10.82","1033"
"Nidoran♀","Bite","Return","5.974","69.4","11.03","816"
"Bidoof","Tackle","Shadow Ball","5.973","61.3","10.69","721"
"Eevee","Tackle","Swift","5.967","86","11.63","1071"
"Makuhita","Rock Smash","Low Sweep","5.961","54.5","10.37","817"
"Skwovet","Bullet Seed","Body Slam","5.961","78.1","11.34","944"
"Poliwag","Mud Shot","Bubble Beam","5.959","54.2","10.35","829"
"Gible","Mud Shot","Twister","5.958","67.9","10.95","1112"
"Rookidee","Air Slash","Brave Bird","5.957","44.4","9.84","666"
"Nacli","Rock Throw","Rock Tomb","5.955","81.8","11.47","966"
"Voltorb","Spark","Signal Beam","5.954","70.3","11.04","1010"
"Meowth","Bite","Foul Play","5.951","51.8","10.22","748"
"Rookidee","Peck","Brave Bird","5.951","44.4","9.83","666"
"Skwovet","Bite","Trailblaze","5.951","78","11.32","944"
"Mareanie","Poison Sting","Muddy Water","5.948","78.4","11.33","972"
"Phanpy","Rock Smash","Trailblaze","5.942","103.5","12.14","1206"
"Alolan Sandshrew","Powder Snow","Night Slash","5.941","90.2","11.73","1293"
"Quaxly","Wing Attack","Aqua Jet","5.941","67","10.89","1075"
"Surskit","Bubble","Signal Beam","5.941","56.8","10.45","791"
"Chikorita","Tackle","Return","5.939","80.7","11.4","935"
"Bidoof","Tackle","Grass Knot","5.938","60.9","10.63","721"
"Ducklett","Wing Attack","Return","5.937","79.1","11.34","856"
"Lileep","Infestation","Ancient Power","5.936","122.4","12.65","1291"
"Onix","Rock Throw","Return","5.934","128.2","12.79","1101"
"Bastiodon","Iron Tail","Flash Cannon","5.933","210.7","14.48","1539"
"Snivy","Tackle","Seed Bomb","5.932","71.8","11.07","849"
"Delcatty","Zen Headbutt","Disarming Voice","5.931","109.3","12.29","1496"
"Clauncher","Smack Down","Water Pulse","5.929","82.6","11.45","1088"
"Skiploom","Tackle","Return","5.928","89.4","11.68","976"
"Munna","Charge Beam","Psybeam","5.927","87.1","11.61","1145"
"Finneon","Water Gun","Ice Beam","5.926","80.8","11.39","971"
"Aegislash - Shield ","Fury Cutter","Gyro Ball","5.925","213.9","14.52","1595"
"Larvitar","Rock Smash","Stomp","5.925","67.5","10.88","1040"
"Carbink","Tackle","Power Gem","5.923","187.4","14.05","1467"
"Wingull","Quick Attack","Air Cutter","5.923","42.2","9.68","765"
"Aegislash - Shield ","Fury Cutter","Flash Cannon","5.922","213.8","14.52","1595"
"Igglybuff","Pound","Body Slam","5.921","42.9","9.71","535"
"Makuhita","Tackle","Low Sweep","5.92","54.1","10.29","817"
"Seel","Water Gun","Aqua Tail","5.919","99.4","11.98","971"
"Mantyke","Tackle","Ice Beam","5.917","113.9","12.4","1248"
"Naclistack","Mud Shot","Ancient Power","5.917","122.2","12.61","1292"
"Corphish","Rock Smash","Vise Grip","5.915","65.5","10.79","1230"
"Nincada","Bug Bite","Bug Buzz","5.915","68.9","10.93","768"
"Chingling","Zen Headbutt","Wrap","5.913","64","10.72","1005"
"Nidoran♀","Poison Sting","Return","5.913","68.7","10.92","816"
"Shadow Zubat","Bite","Poison Fang","5.908","40.6","9.57","667"
"Sentret","Scratch","Grass Knot","5.907","45.5","9.84","618"
"Snorunt","Powder Snow","Return","5.907","68.5","10.9","888"
"Snover","Powder Snow","Stomp","5.904","83.6","11.45","1159"
"Eevee","Quick Attack","Swift","5.903","85.1","11.5","1071"
"Joltik","Sucker Punch","Cross Poison","5.903","70.4","10.97","1023"
"Lileep","Bullet Seed","Ancient Power","5.902","121.6","12.57","1291"
"Panpour","Water Gun","Crunch","5.902","67.9","10.87","956"
"Shadow Lileep","Infestation","Mirror Coat","5.9","101.3","12.01","1291"
"Snivy","Vine Whip","Energy Ball","5.899","71.4","11","849"
"Whismur","Astonish","Stomp","5.898","41.3","9.59","671"
"Lechonk","Tackle","Body Slam","5.892","65.3","10.75","757"
"Sandshrew","Sand Attack","Sand Tomb","5.892","83.9","11.45","1261"
"Barboach","Water Gun","Ice Beam","5.891","60.3","10.54","819"
"Poliwag","Bubble","Body Slam","5.887","53.5","10.22","829"
"Fidough","Bite","Body Slam","5.884","74.3","11.09","985"
"Meowth","Scratch","Dark Pulse","5.882","51.2","10.1","748"
"Toxel","Acid","Power-Up Punch","5.882","44.1","9.73","726"
"Zubat","Bite","Return","5.88","48.5","9.96","667"
"Electrike","Spark","Swift","5.876","51.2","10.1","965"
"Spheal","Water Gun","Body Slam","5.876","80.1","11.29","962"
"Budew","Razor Leaf","Energy Ball","5.872","68.2","10.84","856"
"Hatenna","Confusion","Psybeam","5.872","60.7","10.53","861"
"Klink","Metal Sound","Discharge","5.872","74.8","11.09","956"
"Cherubi","Bullet Seed","Petal Blizzard","5.871","62.3","10.6","950"
"Kirlia","Charge Beam","Draining Kiss","5.871","56","10.32","966"
"Hatenna","Charm","Dazzling Gleam","5.869","60.7","10.52","861"
"Shellos - East Sea","Mud Slap","Body Slam","5.868","96.8","11.82","1136"
"Shellos - West Sea","Mud Slap","Body Slam","5.868","96.8","11.82","1136"
"Bastiodon","Iron Tail","Flamethrower","5.867","208.3","14.32","1539"
"Vanillite","Powder Snow","Signal Beam","5.867","63.1","10.62","1033"
"Ekans","Acid","Wrap","5.866","57.4","10.38","927"
"Voltorb","Tackle","Signal Beam","5.866","69.2","10.87","1010"
"Litwick","Astonish","Flame Charge","5.865","69.9","10.9","1006"
"Spinda","Sucker Punch","Dig","5.865","90.6","11.63","1220"
"Servine","Vine Whip","Leaf Tornado","5.862","115.5","12.35","1441"
"Chikorita","Magical Leaf","Energy Ball","5.861","79.7","11.25","935"
"Shadow Bidoof","Tackle","Crunch","5.86","50.1","10.02","721"
"Shroomish","Tackle","Grass Knot","5.857","86.4","11.48","810"
"Shadow Squirtle","Bubble","Aqua Jet","5.855","65.4","10.7","946"
"Shellos - East Sea","Mud Slap","Water Pulse","5.854","96.5","11.8","1136"
"Shellos - West Sea","Mud Slap","Water Pulse","5.854","96.5","11.8","1136"
"Bastiodon","Smack Down","Flash Cannon","5.852","207.8","14.29","1539"
"Mantyke","Bubble","Water Pulse","5.852","112.7","12.26","1248"
"Shadow Nosepass","Spark","Rock Blast","5.851","91","11.62","993"
"Mawile","Ice Fang","Vise Grip","5.848","96.2","11.78","1634"
"Phanpy","Rock Smash","Body Slam","5.848","101.8","11.95","1206"
"Shellder","Ice Shard","Water Pulse","5.848","70.7","10.91","1080"
"Gothita","Confusion","Psybeam","5.845","73.7","11.01","951"
"Pachirisu","Spark","Thunder","5.845","128.9","12.67","1213"
"Vanillite","Astonish","Icy Wind","5.845","62.8","10.58","1033"
"Spheal","Water Gun","Water Pulse","5.844","79.6","11.23","962"
"Venonat","Bug Bite","Poison Fang","5.842","79.3","11.21","1004"
"Ledian","Struggle Bug","Silver Wind","5.841","126.6","12.6","1346"
"Shadow Nidoran♀","Poison Sting","Poison Fang","5.836","56.5","10.3","816"
"Voltorb","Spark","Gyro Ball","5.836","68.9","10.82","1010"
"Inkay","Psywave","Psybeam","5.835","69.9","10.86","927"
"Gible","Take Down","Body Slam","5.834","66.5","10.72","1112"
"Panpour","Scratch","Crunch","5.832","67.1","10.74","956"
"Pansage","Scratch","Crunch","5.832","67.1","10.74","956"
"Pansear","Scratch","Crunch","5.832","67.1","10.74","956"
"Shadow Lileep","Bullet Seed","Mirror Coat","5.831","100.2","11.87","1291"
"Snorunt","Hex","Return","5.831","67.7","10.76","888"
"Shadow Hoppip","Tackle","Seed Bomb","5.829","46.3","9.79","600"
"Sandshrew","Mud Shot","Sand Tomb","5.826","83","11.32","1261"
"Mareanie","Bite","Sludge Wave","5.824","76.8","11.1","972"
"Clefairy","Zen Headbutt","Body Slam","5.823","92.9","11.64","1155"
"Dratini","Iron Tail","Twister","5.822","58.2","10.35","1004"
"Pichu","Thunder Shock","Thunderbolt","5.822","27.5","8.58","473"
"Shellos - East Sea","Hidden Power (Water)","Body Slam","5.822","96","11.73","1136"
"Shellos - West Sea","Hidden Power (Water)","Body Slam","5.822","96","11.73","1136"
"Nosepass","Rock Throw","Rock Slide","5.82","108.7","12.1","993"
"Shadow Whismur","Pound","Disarming Voice","5.82","34","9.05","671"
"Seel","Lick","Aqua Tail","5.819","97.8","11.78","971"
"Pachirisu","Spark","Thunder Punch","5.818","128.3","12.61","1213"
"Shadow Nosepass","Spark","Thunderbolt","5.816","90.5","11.55","993"
"Ekans","Poison Sting","Poison Fang","5.814","56.9","10.28","927"
"Shellos - East Sea","Hidden Power (Water)","Water Pulse","5.812","95.8","11.71","1136"
"Shellos - West Sea","Hidden Power (Water)","Water Pulse","5.812","95.8","11.71","1136"
" Flabébé","Tackle","Petal Blizzard","5.811","77.3","11.1","1063"
"Spinda","Psycho Cut","Dig","5.811","89.8","11.52","1220"
"Shadow Spoink","Splash","Psybeam","5.809","78.2","11.13","1334"
"Lillipup","Tackle","Dig","5.804","58.2","10.33","915"
"Barboach","Water Gun","Scald","5.801","59.4","10.38","819"
"Nidoran♂","Peck","Body Slam","5.801","53.1","10.09","860"
"Onix","Rock Throw","Breaking Swipe","5.8","125.3","12.5","1101"
"Pidove","Quick Attack","Air Cutter","5.799","58.1","10.32","848"
"Shadow Squirtle","Tackle","Aqua Jet","5.799","64.8","10.6","946"
"Bastiodon","Smack Down","Flamethrower","5.795","205.8","14.15","1539"
"Binacle","Scratch","Ancient Power","5.795","74.9","10.99","946"
"Litwick","Ember","Heat Wave","5.793","69.1","10.76","1006"
"Tentacool","Bubble","Bubble Beam","5.793","89","11.47","1040"
"Rellor","Struggle Bug","Bug Buzz","5.791","67.2","10.69","815"
"Finneon","Pound","Ice Beam","5.789","78.9","11.13","971"
"Spheal","Rock Smash","Return","5.787","78.9","11.12","962"
"Shadow Zubat","Quick Attack","Air Cutter","5.785","39.7","9.37","667"
"Swirlix","Tackle","Energy Ball","5.784","93.1","11.58","1179"
"Chikorita","Vine Whip","Body Slam","5.781","78.6","11.1","935"
"Dottler","Struggle Bug","Bug Buzz","5.781","104.9","11.93","1030"
"Blitzle","Spark","Flame Charge","5.779","45.3","9.67","882"
"Nosepass","Rock Throw","Return","5.777","107.9","12.01","993"
"Shadow Kirlia","Charge Beam","Shadow Sneak","5.776","45.9","9.7","966"
"Shadow Shieldon","Iron Tail","Ancient Power","5.776","82.1","11.21","890"
"Nickit","Snarl","Play Rough","5.775","52.5","10.03","714"
"Pidgey","Tackle","Aerial Ace","5.775","47.6","9.79","680"
"Steenee","Charm","Grass Knot","5.775","68.1","10.7","757"
"Igglybuff","Pound","Psychic","5.774","41.8","9.47","535"
"Shadow Wooper","Mud Shot","Body Slam","5.773","43.5","9.57","641"
"Minior (Meteor Form)","Take Down","Power Gem","5.771","142.3","12.86","1542"
"Surskit","Bubble","Bubble Beam","5.77","55.1","10.15","791"
"Clefairy","Zen Headbutt","Disarming Voice","5.769","92.1","11.53","1155"
"Foongus","Astonish","Return","5.769","78.5","11.08","979"
"Shadow Onix","Mud Shot","Iron Head","5.768","103.8","11.88","1101"
"Arrokuda","Peck","Aqua Jet","5.767","47.4","9.76","903"
"Pumpkaboo - Small Size","Astonish","Shadow Sneak","5.767","79","11.09","1202"
"Voltorb","Tackle","Gyro Ball","5.765","68.1","10.69","1010"
"Finneon","Water Gun","Water Pulse","5.763","78.6","11.08","971"
"Spoink","Splash","Shadow Ball","5.763","93.2","11.56","1334"
"Wailmer","Splash","Return","5.762","96.9","11.67","1468"
"Shadow Poochyena","Tackle","Poison Fang","5.759","31.9","8.83","678"
"Electrike","Quick Attack","Swift","5.758","50.2","9.89","965"
"Psyduck","Zen Headbutt","Psybeam","5.758","66.8","10.63","1106"
"Tentacool","Poison Sting","Bubble Beam","5.756","88.4","11.4","1040"
"Nacli","Mud Shot","Rock Blast","5.755","79.1","11.08","966"
"Pineco","Bug Bite","Rock Tomb","5.755","83.2","11.22","1108"
"Ralts","Confusion","Return","5.752","33.7","8.95","539"
"Seedot","Quick Attack","Grass Knot","5.752","49.6","9.86","598"
"Shadow Ralts","Confusion","Disarming Voice","5.748","28","8.54","539"
"Foongus","Astonish","Energy Ball","5.747","78.2","11.04","979"
"Mantyke","Tackle","Water Pulse","5.747","110.6","12.04","1248"
"Shadow Whismur","Astonish","Disarming Voice","5.747","33.5","8.93","671"
"Pumpkaboo - Average Size","Astonish","Shadow Sneak","5.744","82.5","11.18","1222"
"Tympole","Bubble","Water Pulse","5.744","56.3","10.17","839"
"Sewaddle","Bug Bite","Silver Wind","5.742","79.2","11.07","977"
"Cubone","Mud Slap","Bone Club","5.741","96.3","11.62","1019"
"Wiglett","Water Gun","Dig","5.74","21.9","8.02","574"
"Mawile","Astonish","Vise Grip","5.738","94.4","11.56","1634"
"Pineco","Tackle","Gyro Ball","5.732","82.8","11.18","1108"
"Sewaddle","Struggle Bug","Energy Ball","5.731","79","11.04","977"
"Blitzle","Quick Attack","Flame Charge","5.73","44.9","9.59","882"
"Diglett","Mud Slap","Rock Tomb","5.73","30.3","8.69","676"
"Onix","Rock Throw","Stone Edge","5.73","123.7","12.35","1101"
"Shadow Ferroseed","Tackle","Flash Cannon","5.726","79.9","11.07","941"
"Zubat","Quick Attack","Return","5.726","47.2","9.7","667"
"Bergmite","Tackle","Mirror Coat","5.725","86.4","11.28","1215"
"Inkay","Peck","Night Slash","5.725","68.6","10.65","927"
"Aipom","Astonish","Low Sweep","5.724","81.2","11.11","1348"
"Pumpkaboo - Large Size","Astonish","Shadow Sneak","5.721","86.5","11.28","1244"
"Pidove","Air Slash","Air Cutter","5.718","57.3","10.17","848"
"Trubbish","Pound","Seed Bomb","5.718","82.6","11.15","1000"
